DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB090,DB090_F,DB100,DB100_F
2012,ES,131,ES61,1,492,1,4555.37782,1,1,1
2012,ES,132,ES30,1,923,1,5781.94572,1,1,1
2012,ES,133,ES24,1,1914,1,503.07325,1,3,1
2012,ES,136,ES42,1,530,1,1304.17346,1,2,1
2012,ES,138,ES70,1,1490,1,1226.60199,1,1,1
2012,ES,144,ES22,1,1242,1,1120.65728,1,3,1
2012,ES,148,ES51,1,253,1,978.64980,1,1,1
2012,ES,150,ES21,1,704,1,734.43281,1,2,1
2012,ES,152,ES51,1,386,1,1895.89714,1,1,1
2012,ES,156,ES11,1,1419,1,692.42711,1,3,1
2012,ES,162,ES42,1,517,1,917.91991,1,3,1
2012,ES,164,ES41,1,116,1,1162.43649,1,2,1
2012,ES,166,ES43,1,457,1,1404.96095,1,3,1
2012,ES,168,ES61,1,1597,1,1645.22511,1,3,1
2012,ES,169,ES61,1,752,1,1702.33314,1,3,1
2012,ES,174,ES42,1,626,1,904.03010,1,3,1
2012,ES,175,ES12,1,1283,1,444.45906,1,3,1
2012,ES,176,ES61,1,1610,1,1371.24015,1,3,1
2012,ES,180,ES52,1,1744,1,6073.71762,1,2,1
2012,ES,181,ES51,1,354,1,2945.09682,1,3,1
2012,ES,192,ES21,1,1830,1,2778.67633,1,1,1
2012,ES,193,ES62,1,1136,1,609.19511,1,1,1
2012,ES,194,ES30,1,927,1,1725.19765,1,1,1
2012,ES,195,ES61,1,1075,1,1789.18535,1,3,1
2012,ES,214,ES41,1,779,1,709.30516,1,3,1
2012,ES,215,ES41,1,787,1,763.28587,1,2,1
2012,ES,216,ES61,1,545,1,2501.63454,1,1,1
2012,ES,220,ES30,1,1063,1,1923.59924,1,1,1
2012,ES,223,ES70,1,1411,1,2016.85163,1,2,1
2012,ES,235,ES24,1,1670,1,477.56118,1,3,1
2012,ES,236,ES21,1,703,1,1002.69777,1,2,1
2012,ES,239,ES21,1,1831,1,994.58732,1,1,1
2012,ES,240,ES11,1,609,1,1270.59192,1,3,1
2012,ES,241,ES23,1,842,1,601.64751,1,1,1
2012,ES,244,ES13,1,1538,1,609.74860,1,3,1
2012,ES,245,ES62,1,1144,1,631.61870,1,3,1
2012,ES,247,ES51,1,311,1,1906.43868,1,3,1
2012,ES,264,ES43,1,450,1,1184.16734,1,3,1
2012,ES,270,ES61,1,488,1,2520.14114,1,1,1
2012,ES,275,ES11,1,1268,1,1046.61975,1,3,1
2012,ES,276,ES53,1,196,1,4618.89292,1,3,1
2012,ES,279,ES41,1,1360,1,1146.70845,1,1,1
2012,ES,281,ES70,1,1513,1,1778.25830,1,1,1
2012,ES,284,ES11,1,1417,1,850.36910,1,3,1
2012,ES,288,ES62,1,1176,1,551.72010,1,1,1
2012,ES,291,ES61,1,546,1,2143.34229,1,1,1
2012,ES,292,ES53,1,227,1,116.34487,1,1,1
2012,ES,293,ES41,1,785,1,533.95422,1,3,1
2012,ES,301,ES24,1,1899,1,141.05414,1,3,1
2012,ES,304,ES61,1,541,1,3397.52729,1,3,1
2012,ES,305,ES51,1,323,1,2117.66468,1,1,1
2012,ES,313,ES42,1,1703,1,751.71319,1,3,1
2012,ES,322,ES30,1,935,1,4637.51931,1,1,1
2012,ES,328,ES13,1,1573,1,740.18541,1,2,1
2012,ES,331,ES53,1,174,1,463.57725,1,3,1
2012,ES,332,ES70,1,1502,1,3964.68299,1,2,1
2012,ES,338,ES41,1,1793,1,797.73379,1,3,1
2012,ES,339,ES70,1,1364,1,6964.96023,1,2,1
2012,ES,340,ES51,1,1660,1,1590.49004,1,1,1
2012,ES,341,ES41,1,1798,1,567.60458,1,3,1
2012,ES,342,ES11,1,612,1,326.62510,1,1,1
2012,ES,348,ES11,1,1444,1,709.70284,1,1,1
2012,ES,349,ES22,1,1212,1,805.35463,1,3,1
2012,ES,357,ES22,1,1245,1,1379.95872,1,2,1
2012,ES,361,ES23,1,865,1,189.03507,1,2,1
2012,ES,362,ES22,1,1247,1,863.54148,1,3,1
2012,ES,364,ES13,1,1569,1,559.72665,1,2,1
2012,ES,369,ES61,1,562,1,1752.88440,1,2,1
2012,ES,373,ES64,1,1996,1,90.83735,1,1,1
2012,ES,375,ES52,1,1781,1,1110.02137,1,1,1
2012,ES,378,ES42,1,885,1,2957.32685,1,3,1
2012,ES,380,ES30,1,910,1,1623.99159,1,1,1
2012,ES,381,ES61,1,464,1,2245.42534,1,1,1
2012,ES,384,ES41,1,434,1,1866.19244,1,3,1
2012,ES,385,ES61,1,1599,1,1081.19814,1,3,1
2012,ES,386,ES13,1,1569,1,289.56763,1,2,1
2012,ES,389,ES30,1,931,1,1740.55057,1,1,1
2012,ES,391,ES21,1,1841,1,806.56654,1,1,1
2012,ES,396,ES70,1,1481,1,3924.85776,1,3,1
2012,ES,398,ES61,1,665,1,1443.69324,1,2,1
2012,ES,400,ES30,1,1062,1,1217.13369,1,3,1
2012,ES,402,ES30,1,1060,1,2012.20436,1,1,1
2012,ES,405,ES42,1,525,1,3235.43888,1,3,1
2012,ES,407,ES12,1,1310,1,606.49438,1,3,1
2012,ES,411,ES23,1,859,1,165.30712,1,3,1
2012,ES,412,ES51,1,793,1,1452.67629,1,3,1
2012,ES,418,ES61,1,491,1,2289.97396,1,1,1
2012,ES,421,ES61,1,498,1,1875.67257,1,3,1
2012,ES,424,ES21,1,698,1,1462.29567,1,2,1
2012,ES,431,ES42,1,1691,1,1262.64240,1,2,1
2012,ES,434,ES51,1,1648,1,1695.93609,1,3,1
2012,ES,442,ES21,1,1880,1,1796.58248,1,1,1
2012,ES,446,ES61,1,1083,1,2227.41117,1,3,1
2012,ES,448,ES42,1,1704,1,762.02263,1,3,1
2012,ES,449,ES42,1,676,1,822.22700,1,3,1
2012,ES,451,ES11,1,1424,1,1803.72763,1,2,1
2012,ES,453,ES42,1,21,1,492.06432,1,1,1
2012,ES,454,ES64,1,1998,1,271.60404,1,1,1
2012,ES,457,ES51,1,361,1,1385.83322,1,3,1
2012,ES,460,ES51,1,320,1,3151.23509,1,1,1
2012,ES,462,ES61,1,672,1,1350.72054,1,2,1
2012,ES,463,ES41,1,429,1,963.96794,1,3,1
2012,ES,464,ES42,1,530,1,1039.57141,1,2,1
2012,ES,466,ES24,1,1958,1,807.47488,1,1,1
2012,ES,470,ES62,1,1157,1,115.13882,1,1,1
2012,ES,475,ES13,1,1522,1,589.92121,1,3,1
2012,ES,477,ES41,1,1459,1,971.30239,1,3,1
2012,ES,486,ES61,1,1115,1,1019.72560,1,2,1
2012,ES,499,ES42,1,525,1,801.80296,1,3,1
2012,ES,513,ES52,1,1773,1,1199.50180,1,1,1
2012,ES,515,ES51,1,371,1,1592.73031,1,1,1
2012,ES,521,ES42,1,1690,1,691.82714,1,3,1
2012,ES,524,ES51,1,361,1,1572.72454,1,3,1
2012,ES,526,ES43,1,445,1,871.25816,1,3,1
2012,ES,530,ES11,1,1422,1,6782.64458,1,3,1
2012,ES,542,ES62,1,1124,1,661.56246,1,3,1
2012,ES,546,ES11,1,877,1,1764.68359,1,3,1
2012,ES,551,ES11,1,605,1,1852.06350,1,3,1
2012,ES,553,ES41,1,1798,1,524.25157,1,3,1
2012,ES,556,ES43,1,447,1,633.57525,1,3,1
2012,ES,562,ES30,1,971,1,1137.17548,1,1,1
2012,ES,566,ES62,1,1161,1,542.17029,1,1,1
2012,ES,567,ES30,1,886,1,964.00393,1,1,1
2012,ES,573,ES51,1,285,1,3837.92850,1,1,1
2012,ES,578,ES43,1,161,1,610.08224,1,3,1
2012,ES,584,ES23,1,848,1,830.14868,1,1,1
2012,ES,585,ES61,1,486,1,2426.41527,1,2,1
2012,ES,587,ES30,1,1028,1,2329.28264,1,1,1
2012,ES,589,ES23,1,861,1,256.99336,1,3,1
2012,ES,592,ES51,1,284,1,1681.92924,1,1,1
2012,ES,593,ES21,1,5,1,857.50536,1,1,1
2012,ES,595,ES11,1,868,1,451.91076,1,3,1
2012,ES,597,ES30,1,903,1,3789.35385,1,3,1
2012,ES,602,ES62,1,1189,1,1063.16479,1,3,1
2012,ES,610,ES42,1,624,1,579.33803,1,3,1
2012,ES,611,ES61,1,660,1,2197.54203,1,1,1
2012,ES,612,ES62,1,1182,1,95.77745,1,3,1
2012,ES,622,ES70,1,1404,1,302.05048,1,2,1
2012,ES,625,ES30,1,1014,1,2287.09069,1,1,1
2012,ES,627,ES41,1,774,1,2343.71126,1,1,1
2012,ES,629,ES24,1,1935,1,367.04199,1,1,1
2012,ES,630,ES43,1,165,1,1137.10368,1,3,1
2012,ES,635,ES41,1,1812,1,786.51268,1,1,1
2012,ES,638,ES41,1,114,1,595.44309,1,2,1
2012,ES,645,ES41,1,422,1,1309.29325,1,1,1
2012,ES,646,ES30,1,1035,1,2599.52945,1,1,1
2012,ES,650,ES41,1,1892,1,615.43176,1,3,1
2012,ES,656,ES61,1,1099,1,1437.00318,1,1,1
2012,ES,660,ES11,1,1429,1,3107.34986,1,1,1
2012,ES,663,ES43,1,165,1,1050.03121,1,3,1
2012,ES,665,ES70,1,1517,1,1115.13016,1,1,1
2012,ES,673,ES23,1,827,1,335.01821,1,2,1
2012,ES,678,ES62,1,1150,1,1388.39047,1,3,1
2012,ES,680,ES22,1,1224,1,1821.75562,1,1,1
2012,ES,683,ES30,1,890,1,4338.25600,1,1,1
2012,ES,692,ES23,1,843,1,177.57298,1,1,1
2012,ES,697,ES62,1,1118,1,187.51203,1,3,1
2012,ES,701,ES51,1,1652,1,1565.09780,1,3,1
2012,ES,702,ES30,1,1055,1,1254.83447,1,2,1
2012,ES,707,ES61,1,667,1,3757.81603,1,2,1
2012,ES,708,ES61,1,748,1,1475.62570,1,3,1
2012,ES,709,ES70,1,1521,1,927.96637,1,2,1
2012,ES,712,ES30,1,1065,1,478.72343,1,1,1
2012,ES,713,ES23,1,810,1,672.24500,1,3,1
2012,ES,730,ES11,1,866,1,1733.61021,1,3,1
2012,ES,735,ES70,1,1482,1,374.93949,1,3,1
2012,ES,736,ES42,1,531,1,581.27571,1,2,1
2012,ES,751,ES51,1,349,1,1115.47725,1,1,1
2012,ES,753,ES22,1,1234,1,1824.80270,1,1,1
2012,ES,754,ES52,1,1761,1,1084.26099,1,1,1
2012,ES,759,ES21,1,9,1,873.25373,1,1,1
2012,ES,761,ES52,1,72,1,1949.66006,1,1,1
2012,ES,763,ES41,1,766,1,523.42921,1,2,1
2012,ES,766,ES21,1,701,1,924.17183,1,2,1
2012,ES,767,ES42,1,675,1,280.44089,1,2,1
2012,ES,770,ES51,1,317,1,1595.11364,1,2,1
2012,ES,773,ES53,1,231,1,2086.75857,1,2,1
2012,ES,775,ES51,1,396,1,3114.89782,1,2,1
2012,ES,776,ES21,1,1879,1,1262.98861,1,1,1
2012,ES,779,ES30,1,991,1,3133.30586,1,1,1
2012,ES,783,ES41,1,1356,1,315.32215,1,3,1
2012,ES,784,ES42,1,26,1,379.84018,1,1,1
2012,ES,789,ES51,1,376,1,869.97644,1,1,1
2012,ES,794,ES70,1,1402,1,918.04661,1,1,1
2012,ES,797,ES41,1,1887,1,4331.91787,1,3,1
2012,ES,803,ES12,1,1333,1,635.59155,1,1,1
2012,ES,804,ES52,1,1756,1,891.69825,1,2,1
2012,ES,807,ES62,1,1162,1,941.20821,1,1,1
2012,ES,810,ES11,1,1451,1,2792.97302,1,1,1
2012,ES,813,ES52,1,66,1,2791.24949,1,1,1
2012,ES,816,ES13,1,1580,1,429.71309,1,3,1
2012,ES,817,ES21,1,10,1,1280.28156,1,1,1
2012,ES,822,ES52,1,1771,1,1881.07773,1,1,1
2012,ES,825,ES52,1,40,1,1640.59286,1,2,1
2012,ES,827,ES21,1,1827,1,410.70460,1,1,1
2012,ES,836,ES11,1,564,1,619.82583,1,3,1
2012,ES,837,ES11,1,608,1,849.94752,1,3,1
2012,ES,838,ES11,1,1430,1,673.09413,1,1,1
2012,ES,842,ES42,1,34,1,613.87068,1,3,1
2012,ES,846,ES43,1,438,1,546.85291,1,3,1
2012,ES,850,ES11,1,1258,1,1192.19722,1,3,1
2012,ES,853,ES21,1,706,1,3395.54197,1,1,1
2012,ES,856,ES51,1,298,1,2148.45268,1,1,1
2012,ES,859,ES23,1,841,1,262.36955,1,1,1
2012,ES,860,ES61,1,1100,1,1883.23990,1,1,1
2012,ES,866,ES21,1,1840,1,2040.08304,1,1,1
2012,ES,872,ES51,1,361,1,1506.58442,1,3,1
2012,ES,880,ES42,1,536,1,1317.04996,1,3,1
2012,ES,882,ES42,1,20,1,755.77376,1,1,1
2012,ES,883,ES21,1,1820,1,592.94920,1,2,1
2012,ES,887,ES41,1,428,1,1365.93515,1,1,1
2012,ES,889,ES21,1,1875,1,2867.31727,1,1,1
2012,ES,890,ES42,1,22,1,676.25005,1,1,1
2012,ES,897,ES12,1,1291,1,274.86369,1,1,1
2012,ES,899,ES21,1,1876,1,1651.28576,1,1,1
2012,ES,901,ES61,1,661,1,955.69304,1,3,1
2012,ES,902,ES42,1,522,1,393.66974,1,1,1
2012,ES,904,ES70,1,1369,1,1389.16002,1,2,1
2012,ES,909,ES53,1,194,1,7032.85442,1,3,1
2012,ES,910,ES70,1,1486,1,1774.67264,1,2,1
2012,ES,912,ES42,1,514,1,934.56313,1,3,1
2012,ES,915,ES51,1,1657,1,1627.32026,1,3,1
2012,ES,917,ES12,1,1275,1,223.04241,1,1,1
2012,ES,918,ES42,1,526,1,470.68725,1,3,1
2012,ES,932,ES52,1,1774,1,3067.60907,1,1,1
2012,ES,933,ES51,1,311,1,1985.06139,1,3,1
2012,ES,934,ES70,1,1498,1,5106.08691,1,2,1
2012,ES,939,ES21,1,1867,1,1791.06997,1,1,1
2012,ES,944,ES53,1,219,1,1688.07944,1,1,1
2012,ES,949,ES41,1,1794,1,1000.25138,1,2,1
2012,ES,957,ES61,1,546,1,1508.58891,1,1,1
2012,ES,961,ES22,1,1240,1,321.57424,1,3,1
2012,ES,967,ES41,1,425,1,1068.65818,1,1,1
2012,ES,974,ES43,1,460,1,305.17560,1,3,1
2012,ES,977,ES52,1,510,1,2030.07044,1,2,1
2012,ES,989,ES11,1,607,1,1039.79415,1,2,1
2012,ES,992,ES23,1,839,1,213.95485,1,1,1
2012,ES,993,ES30,1,944,1,7840.73323,1,1,1
2012,ES,994,ES30,1,918,1,1944.46454,1,2,1
2012,ES,998,ES52,1,1749,1,2712.46322,1,3,1
2012,ES,1002,ES61,1,1602,1,1648.76452,1,1,1
2012,ES,1006,ES51,1,353,1,2154.51302,1,2,1
2012,ES,1008,ES63,1,1978,1,458.08692,1,1,1
2012,ES,1009,ES51,1,640,1,2116.35009,1,2,1
2012,ES,1012,ES52,1,508,1,976.31036,1,2,1
2012,ES,1017,ES30,1,1065,1,1158.34685,1,1,1
2012,ES,1019,ES23,1,862,1,217.87893,1,3,1
2012,ES,1022,ES22,1,1230,1,1036.70617,1,1,1
2012,ES,1023,ES12,1,1352,1,469.94707,1,3,1
2012,ES,1028,ES51,1,292,1,1689.59553,1,1,1
2012,ES,1038,ES11,1,568,1,877.57566,1,2,1
2012,ES,1040,ES61,1,1098,1,1672.42699,1,1,1
2012,ES,1043,ES21,1,1869,1,1422.09688,1,2,1
2012,ES,1044,ES42,1,624,1,579.33803,1,3,1
2012,ES,1050,ES30,1,904,1,1490.19905,1,2,1
2012,ES,1055,ES41,1,774,1,1178.93199,1,1,1
2012,ES,1056,ES42,1,1689,1,465.52296,1,2,1
2012,ES,1061,ES61,1,733,1,2193.63899,1,3,1
2012,ES,1073,ES13,1,1561,1,256.60589,1,1,1
2012,ES,1088,ES52,1,1766,1,2011.54155,1,1,1
2012,ES,1100,ES43,1,454,1,431.80620,1,2,1
2012,ES,1103,ES30,1,1018,1,2090.25383,1,1,1
2012,ES,1105,ES30,1,958,1,1052.94107,1,1,1
2012,ES,1106,ES61,1,546,1,1982.17595,1,1,1
2012,ES,1107,ES12,1,1309,1,1975.69860,1,3,1
2012,ES,1115,ES42,1,1692,1,2757.91640,1,1,1
2012,ES,1116,ES13,1,1542,1,456.73519,1,3,1
2012,ES,1124,ES70,1,1386,1,1147.46431,1,1,1
2012,ES,1126,ES43,1,163,1,485.04948,1,3,1
2012,ES,1128,ES41,1,428,1,949.69526,1,1,1
2012,ES,1130,ES41,1,767,1,1740.08194,1,2,1
2012,ES,1136,ES51,1,273,1,1354.24519,1,1,1
2012,ES,1138,ES43,1,152,1,444.54966,1,3,1
2012,ES,1153,ES11,1,597,1,1133.90634,1,3,1
2012,ES,1155,ES51,1,408,1,2036.60974,1,2,1
2012,ES,1156,ES52,1,67,1,3723.38334,1,1,1
2012,ES,1159,ES42,1,682,1,1064.69176,1,3,1
2012,ES,1163,ES51,1,395,1,4890.46140,1,1,1
2012,ES,1164,ES30,1,1064,1,1952.29797,1,1,1
2012,ES,1165,ES62,1,1191,1,258.96510,1,3,1
2012,ES,1167,ES41,1,771,1,1975.51639,1,3,1
2012,ES,1175,ES11,1,1443,1,1770.79644,1,1,1
2012,ES,1179,ES30,1,977,1,986.98075,1,1,1
2012,ES,1183,ES53,1,205,1,788.55433,1,1,1
2012,ES,1184,ES30,1,1028,1,1313.07295,1,1,1
2012,ES,1186,ES41,1,1585,1,1474.17064,1,3,1
2012,ES,1187,ES52,1,44,1,1801.74319,1,1,1
2012,ES,1189,ES11,1,577,1,607.62671,1,1,1
2012,ES,1190,ES41,1,1896,1,818.10093,1,1,1
2012,ES,1191,ES11,1,1266,1,2167.49397,1,3,1
2012,ES,1194,ES21,1,1834,1,852.59386,1,1,1
2012,ES,1197,ES41,1,1792,1,599.37770,1,2,1
2012,ES,1202,ES51,1,282,1,1591.42213,1,1,1
2012,ES,1203,ES52,1,1784,1,2061.42887,1,1,1
2012,ES,1206,ES22,1,1227,1,959.39161,1,1,1
2012,ES,1207,ES11,1,589,1,759.09667,1,2,1
2012,ES,1217,ES51,1,410,1,2889.75845,1,2,1
2012,ES,1220,ES42,1,24,1,640.30739,1,1,1
2012,ES,1225,ES22,1,1253,1,341.43962,1,3,1
2012,ES,1226,ES52,1,501,1,2471.88537,1,2,1
2012,ES,1227,ES23,1,846,1,287.67738,1,1,1
2012,ES,1230,ES51,1,639,1,2358.52169,1,2,1
2012,ES,1232,ES70,1,1477,1,1179.55951,1,3,1
2012,ES,1236,ES11,1,604,1,1301.60641,1,2,1
2012,ES,1242,ES12,1,1296,1,274.52889,1,1,1
2012,ES,1243,ES43,1,154,1,445.86948,1,2,1
2012,ES,1249,ES51,1,325,1,1457.90057,1,3,1
2012,ES,1255,ES12,1,1320,1,504.47751,1,2,1
2012,ES,1256,ES53,1,232,1,547.06435,1,3,1
2012,ES,1261,ES51,1,398,1,1917.28184,1,1,1
2012,ES,1265,ES43,1,452,1,433.03541,1,2,1
2012,ES,1269,ES30,1,883,1,2533.27281,1,1,1
2012,ES,1270,ES51,1,1652,1,2980.88769,1,3,1
2012,ES,1273,ES21,1,1854,1,554.61914,1,1,1
2012,ES,1283,ES24,1,1941,1,783.01726,1,1,1
2012,ES,1286,ES41,1,1801,1,816.89845,1,1,1
2012,ES,1289,ES42,1,529,1,1006.57901,1,3,1
2012,ES,1290,ES61,1,1595,1,1616.55354,1,2,1
2012,ES,1292,ES51,1,378,1,1844.89711,1,2,1
2012,ES,1297,ES53,1,185,1,487.53828,1,2,1
2012,ES,1298,ES51,1,260,1,1689.05719,1,1,1
2012,ES,1299,ES42,1,33,1,1579.28785,1,3,1
2012,ES,1301,ES12,1,1312,1,1446.38261,1,2,1
2012,ES,1303,ES21,1,1877,1,1496.27083,1,1,1
2012,ES,1305,ES53,1,214,1,505.97543,1,1,1
2012,ES,1308,ES51,1,800,1,1248.94253,1,1,1
2012,ES,1313,ES51,1,252,1,1294.73260,1,1,1
2012,ES,1317,ES43,1,169,1,744.50738,1,3,1
2012,ES,1320,ES52,1,1732,1,868.51497,1,2,1
2012,ES,1323,ES24,1,1924,1,857.28597,1,1,1
2012,ES,1327,ES51,1,340,1,2221.18371,1,2,1
2012,ES,1332,ES42,1,513,1,1349.31527,1,3,1
2012,ES,1340,ES24,1,1962,1,491.06880,1,1,1
2012,ES,1344,ES12,1,1328,1,865.32257,1,1,1
2012,ES,1346,ES51,1,803,1,4878.02041,1,2,1
2012,ES,1348,ES42,1,1681,1,1475.05987,1,3,1
2012,ES,1350,ES23,1,842,1,122.30740,1,1,1
2012,ES,1354,ES22,1,1231,1,317.31535,1,1,1
2012,ES,1358,ES21,1,716,1,1152.16133,1,2,1
2012,ES,1361,ES52,1,56,1,3687.12352,1,3,1
2012,ES,1363,ES52,1,81,1,1698.45935,1,3,1
2012,ES,1364,ES52,1,506,1,1240.79081,1,1,1
2012,ES,1365,ES62,1,1143,1,599.50410,1,3,1
2012,ES,1368,ES51,1,298,1,3597.97854,1,1,1
2012,ES,1369,ES22,1,1216,1,83.92007,1,1,1
2012,ES,1370,ES23,1,842,1,322.39537,1,1,1
2012,ES,1377,ES12,1,1327,1,220.35957,1,1,1
2012,ES,1391,ES52,1,1714,1,1739.53152,1,3,1
2012,ES,1398,ES42,1,1698,1,748.46853,1,1,1
2012,ES,1401,ES61,1,1590,1,3094.70742,1,1,1
2012,ES,1411,ES61,1,650,1,2193.96654,1,3,1
2012,ES,1412,ES61,1,479,1,1873.13984,1,1,1
2012,ES,1414,ES11,1,1266,1,1183.37289,1,3,1
2012,ES,1418,ES30,1,1005,1,772.23927,1,1,1
2012,ES,1419,ES62,1,1122,1,2031.15678,1,2,1
2012,ES,1420,ES70,1,1397,1,6097.82860,1,3,1
2012,ES,1424,ES11,1,1427,1,1312.66381,1,2,1
2012,ES,1426,ES51,1,291,1,1640.03790,1,1,1
2012,ES,1435,ES12,1,1273,1,838.42314,1,1,1
2012,ES,1437,ES70,1,1504,1,2586.18362,1,2,1
2012,ES,1438,ES41,1,1462,1,800.89927,1,3,1
2012,ES,1440,ES70,1,1383,1,1453.34613,1,1,1
2012,ES,1442,ES52,1,47,1,2350.33694,1,1,1
2012,ES,1446,ES51,1,365,1,1567.29118,1,1,1
2012,ES,1448,ES11,1,569,1,1223.46035,1,3,1
2012,ES,1451,ES43,1,147,1,1074.10909,1,3,1
2012,ES,1458,ES51,1,1649,1,1625.03522,1,3,1
2012,ES,1465,ES51,1,288,1,1747.97406,1,1,1
2012,ES,1468,ES51,1,800,1,2054.50083,1,1,1
2012,ES,1471,ES24,1,1674,1,1816.09364,1,3,1
2012,ES,1476,ES41,1,1647,1,1683.61827,1,3,1
2012,ES,1486,ES61,1,665,1,1443.69324,1,2,1
2012,ES,1488,ES53,1,233,1,390.27807,1,3,1
2012,ES,1498,ES53,1,209,1,278.45577,1,1,1
2012,ES,1514,ES61,1,1095,1,1492.03192,1,1,1
2012,ES,1517,ES61,1,484,1,4928.31592,1,3,1
2012,ES,1524,ES42,1,536,1,711.69247,1,3,1
2012,ES,1526,ES42,1,521,1,714.13547,1,1,1
2012,ES,1527,ES13,1,1527,1,617.64895,1,2,1
2012,ES,1529,ES51,1,404,1,1052.34350,1,1,1
2012,ES,1531,ES61,1,762,1,1427.68656,1,3,1
2012,ES,1533,ES61,1,1086,1,3758.17166,1,1,1
2012,ES,1535,ES51,1,267,1,4541.43816,1,1,1
2012,ES,1544,ES30,1,997,1,1850.23833,1,1,1
2012,ES,1546,ES51,1,798,1,1356.38894,1,1,1
2012,ES,1549,ES22,1,1242,1,739.31420,1,3,1
2012,ES,1553,ES62,1,1146,1,63.89393,1,3,1
2012,ES,1562,ES30,1,891,1,635.57486,1,1,1
2012,ES,1564,ES63,1,1980,1,55.62054,1,1,1
2012,ES,1565,ES41,1,769,1,1242.44784,1,3,1
2012,ES,1574,ES22,1,1219,1,582.44236,1,1,1
2012,ES,1578,ES51,1,637,1,913.81108,1,1,1
2012,ES,1582,ES30,1,1028,1,1338.64391,1,1,1
2012,ES,1587,ES23,1,844,1,263.82972,1,1,1
2012,ES,1588,ES70,1,1519,1,728.55396,1,2,1
2012,ES,1589,ES62,1,1166,1,462.08159,1,1,1
2012,ES,1592,ES53,1,172,1,829.54734,1,2,1
2012,ES,1593,ES52,1,1741,1,1472.53597,1,2,1
2012,ES,1595,ES42,1,514,1,624.67757,1,3,1
2012,ES,1603,ES30,1,925,1,1381.58647,1,2,1
2012,ES,1609,ES61,1,1612,1,1732.66750,1,3,1
2012,ES,1612,ES61,1,755,1,2071.50714,1,1,1
2012,ES,1617,ES61,1,478,1,3705.95597,1,1,1
2012,ES,1618,ES43,1,140,1,3090.23040,1,3,1
2012,ES,1620,ES30,1,1054,1,1776.26524,1,1,1
2012,ES,1622,ES12,1,1326,1,1052.39882,1,1,1
2012,ES,1626,ES12,1,1319,1,5283.69312,1,3,1
2012,ES,1628,ES30,1,967,1,1501.71052,1,1,1
2012,ES,1630,ES30,1,983,1,2072.88020,1,1,1
2012,ES,1632,ES42,1,1692,1,1638.31837,1,1,1
2012,ES,1634,ES13,1,1549,1,961.40452,1,1,1
2012,ES,1637,ES61,1,1597,1,2798.09446,1,3,1
2012,ES,1639,ES52,1,1752,1,1477.93066,1,2,1
2012,ES,1642,ES30,1,1034,1,4664.61528,1,1,1
2012,ES,1656,ES52,1,1786,1,927.81215,1,1,1
2012,ES,1659,ES61,1,554,1,2302.51868,1,3,1
2012,ES,1661,ES11,1,619,1,623.18006,1,3,1
2012,ES,1662,ES22,1,1205,1,643.90287,1,3,1
2012,ES,1676,ES61,1,756,1,1173.81080,1,1,1
2012,ES,1677,ES12,1,1293,1,896.44657,1,1,1
2012,ES,1679,ES43,1,452,1,150.05168,1,2,1
2012,ES,1681,ES52,1,1726,1,1030.18576,1,3,1
2012,ES,1684,ES30,1,1009,1,3471.19339,1,1,1
2012,ES,1699,ES24,1,1961,1,1013.18107,1,1,1
2012,ES,1706,ES30,1,1014,1,1819.77029,1,1,1
