RB010,RB020,RB030,RB050,RB050_F,RB070,RB070_F,RB080,RB080_F,RB090,RB090_F,RB200,RB200_F,RB210,RB210_F,RB220,RB220_F,RB230,RB230_F,RB240,RB240_F,RL010,RL010_F,RL020,RL020_F,RL030,RL030_F,RL040,RL040_F,RL050,RL050_F,RL060,RL060_F,RL070,RL070_F,vrLOWJOB,vrEU2020
2008,ES,1402,484.49634,1,1,1,1950,1,1,1,1,1,3,1, ,-2,1401,1,1403,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,1403,484.49634,1,5,1,1958,1,2,1,1,1,1,1, ,-2, ,-2,1402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,1404,484.49634,1,10,1,1979,1,2,1,1,1,1,1,1402,1,1403,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,1405,484.49634,1,8,1,1993,1,1,1,1,1,4,1,1402,1,1403,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,1701,680.33053,1,8,1,1928,1,1,1,1,1,3,1, ,-2, ,-2,1702,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,1702,680.33053,1,8,1,1928,1,2,1,1,1,3,1, ,-2, ,-2,1701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,2301,2208.50289,1,12,1,1951,1,1,1,1,1,1,1, ,-2, ,-2,2302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,2302,2208.50289,1,9,1,1952,1,2,1,1,1,4,1, ,-2, ,-2,2301,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,2801,6555.69097,1,4,1,1973,1,2,1,1,1,2,1, ,-2, ,-2,2802,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,2802,6555.69097,1,11,1,1971,1,1,1,1,1,1,1, ,-2, ,-2,2801,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,2803,6555.69097,1,11,1,1992,1,2,1,1,1,4,1,2802,1,2801,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,2804,6555.69097,1,12,1,2007,1,1,1,1,1,4,1,2802,1,2801,1, ,-2,0,1, ,-2, ,-2,0,1,0,1,0,1,6052.02976,1,0,0
2008,ES,3001,2278.25461,1,11,1,1959,1,2,1,1,1,4,1, ,-2, ,-2,3002,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,3002,2278.25461,1,10,1,1954,1,1,1,1,1,1,1, ,-2, ,-2,3001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,3003,2278.25461,1,8,1,1982,1,1,1,2,1,1,1,3002,1,3001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,3004,2278.25461,1,12,1,1985,1,2,1,2,1,4,1,3002,1,3001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,3005,2278.25461,1,7,1,1992,1,2,1,1,1,4,1,3002,1,3001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,3101,1872.47663,1,12,1,1929,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,3901,1833.32781,1,1,1,1940,1,1,1,1,1,3,1, ,-2, ,-2,3903,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,3902,1833.32781,1,3,1,1972,1,2,1,1,1,4,1,3901,1,3903,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,3903,1833.32781,1,1,1,1941,1,2,1,1,1,3,1, ,-2, ,-2,3901,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,4001,846.30333,1,6,1,1941,1,1,1,1,1,3,1, ,-2, ,-2,4002,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,4002,846.30333,1,5,1,1944,1,2,1,1,1,3,1, ,-2, ,-2,4001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,4601,904.72995,1,12,1,1933,1,1,1,1,1,3,1, ,-2, ,-2,4602,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,4602,904.72995,1,1,1,1934,1,2,1,1,1,4,1, ,-2, ,-2,4601,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,4801,1880.37398,1,5,1,1974,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,5101,357.18697,1,2,1,1933,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,5301,1444.29260,1,2,1,1937,1,1,1,1,1,3,1, ,-2, ,-2,5302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,5302,1444.29260,1,7,1,1941,1,2,1,1,1,3,1, ,-2, ,-2,5301,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,5303,1444.29260,1,3,1,1973,1,2,1,1,1,1,1,5301,1,5302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,5901,2073.68529,1,5,1,1941,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,5902,2073.68529,1,6,1,1948,1,1,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,6201,1267.29056,1,3,1,1976,1,1,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,6401,437.34043,1,6,1,1946,1,1,1,1,1,3,1, ,-2, ,-2,6402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,6402,437.34043,1,1,1,1950,1,2,1,1,1,4,1, ,-2, ,-2,6401,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,6801,2163.34116,1,3,1,1977,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,6901,295.47466,1,5,1,1946,1,1,1,1,1,2,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,7201,530.58646,1,12,1,1964,1,1,1,1,1,1,1, ,-2, ,-2,7202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,7202,530.58646,1,4,1,1971,1,2,1,1,1,1,1, ,-2, ,-2,7201,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,7501,855.86425,1,10,1,1955,1,1,1,1,1,1,1, ,-2, ,-2,7502,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,7502,855.86425,1,4,1,1957,1,2,1,1,1,4,1, ,-2, ,-2,7501,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,7503,855.86425,1,4,1,1981,1,1,1,1,1,1,1,7501,1,7502,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,7504,855.86425,1,1,1,1987,1,2,1,1,1,2,1,7501,1,7502,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,7505,855.86425,1,5,1,1990,1,2,1,1,1,4,1,7501,1,7502,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,7506,855.86425,1,10,1,1991,1,2,1,1,1,4,1,7501,1,7502,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,8001,7042.66193,1,7,1,1973,1,1,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,8701,1097.17534,1,7,1,1940,1,1,1,1,1,3,1, ,-2, ,-2,8702,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,8702,1097.17534,1,9,1,1948,1,2,1,1,1,4,1, ,-2, ,-2,8701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,8901,1643.91136,1,1,1,1957,1,1,1,1,1,1,1, ,-2, ,-2,8902,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,8902,1643.91136,1,3,1,1966,1,2,1,1,1,2,1, ,-2, ,-2,8901,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,8903,1643.91136,1,8,1,1983,1,1,1,1,1,2,1,8901,1,8902,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,9201,3317.02069,1,5,1,1934,1,2,1,1,1,4,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,9401,309.58245,1,12,1,1922,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,9402,309.58245,1,9,1,1922,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,9601,2159.10592,1,2,1,1952,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,9602,2159.10592,1,7,1,1978,1,1,1,1,1,1,1, ,-2,9601,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,10201,620.26776,1,8,1,1968,1,1,1,1,1,1,1, ,-2, ,-2,10202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,10202,620.26776,1,2,1,1975,1,2,1,1,1,4,1, ,-2,10206,1,10201,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,10203,620.26776,1,11,1,1992,1,1,1,1,1,4,1,10201,1,10202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,10204,620.26776,1,4,1,2001,1,1,1,1,1,4,1,10201,1,10202,1, ,-2, ,-2,25,1,0,1,0,1,0,1,0,1,674.33203,1,0,0
2008,ES,10205,620.26776,1,2,1,2003,1,2,1,1,1,4,1,10201,1,10202,1, ,-2,25,1, ,-2,0,1,0,1,0,1,0,1,622.15476,1,0,0
2008,ES,10206,620.26776,1,6,1,1958,1,2,1,1,1,4,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,11101,1247.43359,1,9,1,1938,1,1,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,11301,1046.81939,1,10,1,1942,1,2,1,1,1,3,1, ,-2, ,-2,11302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,11302,1046.81939,1,1,1,1935,1,1,1,1,1,3,1, ,-2, ,-2,11301,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,11401,1563.22160,1,2,1,1943,1,1,1,1,1,3,1, ,-2, ,-2,11402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,11402,1563.22160,1,5,1,1943,1,2,1,1,1,4,1, ,-2, ,-2,11401,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,11801,1713.26285,1,3,1,1935,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,11802,1713.26285,1,5,1,1945,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,12501,603.07063,1,12,1,1956,1,1,1,1,1,1,1, ,-2, ,-2,12502,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,12502,603.07063,1,8,1,1957,1,2,1,1,1,4,1, ,-2, ,-2,12501,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13101,1026.39880,1,7,1,1939,1,2,1,1,1,3,1, ,-2, ,-2,13102,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,13102,1026.39880,1,7,1,1940,1,1,1,1,1,3,1, ,-2, ,-2,13101,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,13201,1805.30904,1,11,1,1964,1,1,1,1,1,1,1, ,-2, ,-2,13202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13202,1805.30904,1,4,1,1964,1,2,1,1,1,1,1, ,-2, ,-2,13201,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13203,1805.30904,1,6,1,1993,1,1,1,1,1,4,1,13201,1,13202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13204,1805.30904,1,1,1,1996,1,1,1,1,1,4,1,13201,1,13202,1, ,-2, ,-2,25,1,5,1,0,1,0,1,0,1,1931.14371,1,0,0
2008,ES,13205,1805.30904,1,4,1,2003,1,2,1,1,1,4,1,13201,1,13202,1, ,-2,25,1, ,-2,0,1,0,1,0,1,0,1,1869.94668,1,0,0
2008,ES,13601,728.51658,1,11,1,1973,1,2,1,1,1,1,1, ,-2, ,-2,13602,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13602,728.51658,1,1,1,1970,1,1,1,1,1,1,1, ,-2, ,-2,13601,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13603,728.51658,1,8,1,2005,1,1,1,1,1,4,1,13602,1,13601,1, ,-2,30,1, ,-2,0,1,0,1,0,1,0,1,827.63946,1,0,0
2008,ES,13801,4673.12108,1,9,1,1969,1,1,1,1,1,1,1, ,-2, ,-2,13802,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13802,4673.12108,1,8,1,1972,1,2,1,1,1,2,1, ,-2, ,-2,13801,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,13803,4673.12108,1,1,1,2006,1,1,1,1,1,4,1,13801,1,13802,1, ,-2,20,1, ,-2,0,1,0,1,0,1,0,1,5308.95179,1,0,0
2008,ES,14401,710.64150,1,6,1,1981,1,1,1,1,1,1,1,14402,1,14403,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,14402,710.64150,1,9,1,1949,1,1,1,1,1,3,1, ,-2, ,-2,14403,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,14403,710.64150,1,12,1,1953,1,2,1,1,1,4,1, ,-2, ,-2,14402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,14404,710.64150,1,4,1,1986,1,2,1,1,1,1,1,14402,1,14403,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,14801,2161.52622,1,5,1,1943,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,15001,847.62634,1,4,1,1940,1,1,1,1,1,3,1, ,-2, ,-2,15002,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,15002,847.62634,1,11,1,1942,1,2,1,1,1,3,1, ,-2, ,-2,15001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,15401,2156.25386,1,10,1,1948,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,15402,2156.25386,1,10,1,1973,1,1,1,1,1,1,1, ,-2,15401,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,15403,2156.25386,1,12,1,1975,1,1,1,1,1,1,1, ,-2,15401,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,16201,874.11328,1,2,1,1923,1,2,1,1,1,4,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,16202,874.11328,1,2,1,1963,1,1,1,1,1,1,1, ,-2,16201,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,16401,1327.41257,1,3,1,1926,1,2,1,1,1,4,1, ,-2, ,-2,16402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,16402,1327.41257,1,6,1,1926,1,1,1,1,1,3,1, ,-2, ,-2,16401,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,16601,981.02101,1,6,1,1950,1,1,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,16801,1299.40759,1,4,1,1935,1,2,1,1,1,4,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,16802,1299.40759,1,7,1,1970,1,1,1,1,1,1,1, ,-2,16801,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,16803,1299.40759,1,10,1,1960,1,1,1,1,1,1,1, ,-2,16801,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,16901,1040.82941,1,9,1,1958,1,2,1,1,1,4,1, ,-2, ,-2,16902,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,16902,1040.82941,1,6,1,1959,1,1,1,1,1,1,1, ,-2, ,-2,16901,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,16903,1040.82941,1,4,1,1987,1,1,1,1,1,1,1,16902,1,16901,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,16904,1040.82941,1,7,1,1990,1,1,1,1,1,4,1,16902,1,16901,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17101,2163.38888,1,6,1,1977,1,2,1,1,1,1,1, ,-2, ,-2,17102,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17102,2163.38888,1,7,1,1980,1,1,1,1,1,1,1, ,-2, ,-2,17101,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17401,914.87866,1,10,1,1959,1,1,1,1,1,1,1, ,-2, ,-2,17402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17402,914.87866,1,5,1,1963,1,2,1,1,1,4,1, ,-2, ,-2,17401,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17403,914.87866,1,12,1,1983,1,2,1,1,1,1,1,17401,1,17402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17404,914.87866,1,10,1,1984,1,1,1,1,1,1,1,17401,1,17402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17501,599.45057,1,5,1,1949,1,1,1,1,1,1,1, ,-2, ,-2,17502,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17502,599.45057,1,9,1,1955,1,2,1,1,1,4,1, ,-2, ,-2,17501,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17601,1213.32801,1,10,1,1959,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17602,1213.32801,1,6,1,1983,1,1,1,1,1,1,1, ,-2,17601,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,17603,1213.32801,1,3,1,1990,1,1,1,1,1,4,1, ,-2,17601,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18001,2015.80685,1,10,1,1973,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18101,1002.65277,1,1,1,1968,1,2,1,1,1,2,1, ,-2, ,-2,18102,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,18102,1002.65277,1,5,1,1964,1,1,1,1,1,2,1, ,-2, ,-2,18101,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,18103,1002.65277,1,1,1,1992,1,2,1,1,1,4,1,18102,1,18101,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1
2008,ES,18104,1002.65277,1,12,1,1995,1,2,1,1,1,4,1,18102,1,18101,1, ,-2, ,-2,25,1,0,1,0,1,0,1,0,1,1072.54024,1,0,1
2008,ES,18301,1287.83388,1,11,1,1950,1,1,1,1,1,1,1, ,-2, ,-2,18302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18302,1287.83388,1,5,1,1954,1,2,1,1,1,1,1, ,-2, ,-2,18301,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18303,1287.83388,1,12,1,1982,1,1,1,1,1,4,1,18301,1,18302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18601,664.77850,1,9,1,1954,1,1,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18602,664.77850,1,11,1,1957,1,2,1,1,1,1,1,18603,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18603,664.77850,1,2,1,1922,1,1,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2008,ES,18701,730.76728,1,12,1,1955,1,2,1,1,1,1,1, ,-2, ,-2,18702,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18702,730.76728,1,5,1,1956,1,1,1,1,1,1,1, ,-2, ,-2,18701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18703,730.76728,1,10,1,1989,1,1,1,1,1,4,1,18702,1,18701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,18704,730.76728,1,2,1,1993,1,2,1,1,1,4,1,18702,1,18701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2008,ES,19201,33.84843,1,12,1,1939,1,1,1,1,1,3,1, ,-2, ,-2,19202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,1
2008,ES,19202,33.84843,1,8,1,1948,1,2,1,1,1,4,1, ,-2, ,-2,19201,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,19301,261.69807,1,9,1,1951,1,1,1,1,1,3,1, ,-2, ,-2,19302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,19302,261.69807,1,5,1,1956,1,2,1,1,1,4,1, ,-2, ,-2,19301,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,19303,261.69807,1,7,1,1984,1,1,1,1,1,2,1,19301,1,19302,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2008,ES,19501,863.04774,1,11,1,1929,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
